Title,Skill,Title,Hot Technology,
"Human Resources Assistants, Except Payroll and Timekeeping",Human resources information system HRIS,Human resources software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Learning management system LMS,Computer based training software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",LinkedIn,Web page creation and editing software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Access,Data base user interface and query software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Excel,Spreadsheet software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Internet Explorer,Internet browser software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Office,Office suite software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Outlook,Electronic mail software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft PowerPoint,Presentation software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Publisher,Desktop publishing software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft SharePoint,Project management software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Visio,Graphics or photo imaging software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Word,Word processing software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Oracle PeopleSoft,Enterprise resource planning ERP software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Oracle PeopleSoft Enterprise Employee Self-Service,Human resources software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Oracle PeopleSoft Enterprise Human Resources,Human resources software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Oracle Self-Service Human Resources,Human resources software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Oracle Taleo,Human resources software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",SAP ERP,Enterprise resource planning ERP software,Y,
"Human Resources Assistants, Except Payroll and Timekeeping",Scanning software,Optical character reader OCR or scanning software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Ultimate Software UltiPro Workplace,Human resources software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",WebCT,Computer based training software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Word processing software,Word processing software,N,
"Human Resources Assistants, Except Payroll and Timekeeping",Workscape HR Service Center,Human resources software,N,
Receptionists and Information Clerks,Alpha Software Alpha Five,Data base user interface and query software,N,
Receptionists and Information Clerks,Appointment scheduling software,Calendar and scheduling software,N,
Receptionists and Information Clerks,Automated information system software,Data base user interface and query software,N,
Receptionists and Information Clerks,Billing software,Accounting software,N,
Receptionists and Information Clerks,Blackbaud The Raiser's Edge,Customer relationship management CRM software,Y,
Receptionists and Information Clerks,Bookkeeping software,Accounting software,N,
Receptionists and Information Clerks,Claim processing system software,Data base user interface and query software,N,
Receptionists and Information Clerks,Corel WordPerfect,Office suite software,N,
Receptionists and Information Clerks,Customer relationship management CRM software,Customer relationship management CRM software,N,
Receptionists and Information Clerks,Data entry software,Data base user interface and query software,Y,
Receptionists and Information Clerks,Database software,Data base user interface and query software,N,
Receptionists and Information Clerks,Desktop publishing software,Desktop publishing software,N,
Receptionists and Information Clerks,Electronic calendar management software,Calendar and scheduling software,N,
Receptionists and Information Clerks,Electronic health record EHR software,Medical software,N,
Receptionists and Information Clerks,Email software,Electronic mail software,N,
Receptionists and Information Clerks,FileMaker Pro,Data base user interface and query software,N,
Receptionists and Information Clerks,Filing system software,Document management software,N,
Receptionists and Information Clerks,GE Healthcare Centricity EMR,Medical software,N,
Receptionists and Information Clerks,Google Docs,Word processing software,Y,
Receptionists and Information Clerks,Google Drive,Office suite software,Y,
Receptionists and Information Clerks,HMS,Time accounting software,N,
Receptionists and Information Clerks,IBM Check Processing Control System CPSC,Data base user interface and query software,N,
Receptionists and Information Clerks,IBM Notes,Electronic mail software,Y,
Receptionists and Information Clerks,Intuit QuickBooks,Accounting software,Y,
Receptionists and Information Clerks,Kodak Dental Systems Kodak SOFTDENT Practice management software PMS,Medical software,N,
Receptionists and Information Clerks,McKesson Lytec,Medical software,N,
Receptionists and Information Clerks,Medical condition coding software,Medical software,Y,
Receptionists and Information Clerks,Medical procedure coding software,Medical software,Y,
Receptionists and Information Clerks,Microsoft Dynamics,Customer relationship management CRM software,Y,
Receptionists and Information Clerks,Microsoft Excel,Spreadsheet software,Y,
Receptionists and Information Clerks,Microsoft Office,Office suite software,Y,
Receptionists and Information Clerks,Microsoft Office SharePoint Server MOSS,Network conferencing software,N,
Receptionists and Information Clerks,Microsoft Outlook,Electronic mail software,Y,
Receptionists and Information Clerks,Microsoft PowerPoint,Presentation software,Y,
Receptionists and Information Clerks,Microsoft Publisher,Desktop publishing software,N,
Receptionists and Information Clerks,Microsoft Word,Word processing software,Y,
Receptionists and Information Clerks,St. Paul Travelers e-CARMA,Data base user interface and query software,N,
Receptionists and Information Clerks,Web browser software,Internet browser software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Amadeus Altea Reservation,Data base user interface and query software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Computer reservation system CRS software,Data base user interface and query software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Corel WordPerfect,Office suite software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Delphi Technology,Financial analysis software,Y,
Reservation and Transportation Ticket Agents and Travel Clerks,Email software,Electronic mail software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Galileo 360 Fares,Data base user interface and query software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,GuestServe,Data base user interface and query software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,MICROS Systems MICROS 9700 HMS,Point of sale POS software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,MICROS Systems OPERA Property Management System PMS,Data base user interface and query software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Access,Data base user interface and query software,Y,
Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Excel,Spreadsheet software,Y,
Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Office,Office suite software,Y,
Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Outlook,Electronic mail software,Y,
Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Word,Word processing software,Y,
Reservation and Transportation Ticket Agents and Travel Clerks,Property management system PMS,Data base user interface and query software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Property scheduling software,Calendar and scheduling software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Sabre Airline Solutions SabreSonic Ticket,Data base user interface and query software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Web browser software,Internet browser software,N,
Reservation and Transportation Ticket Agents and Travel Clerks,Worldspan Go!,Data base user interface and query software,N,
Cargo and Freight Agents,Brokerage software,Procurement software,N,
Cargo and Freight Agents,Corel WordPerfect Office Suite,Office suite software,N,
Cargo and Freight Agents,Database software,Data base user interface and query software,N,
Cargo and Freight Agents,Email software,Electronic mail software,N,
Cargo and Freight Agents,Microsoft Excel,Spreadsheet software,Y,
Cargo and Freight Agents,Microsoft Office,Office suite software,Y,
Cargo and Freight Agents,Microsoft PowerPoint,Presentation software,Y,
Cargo and Freight Agents,Microsoft Word,Word processing software,Y,
Cargo and Freight Agents,Posting software,Inventory management software,N,
Cargo and Freight Agents,SAP,Enterprise resource planning ERP software,Y,
Cargo and Freight Agents,Spreadsheet software,Spreadsheet software,N,
